1000	19.15569524	1.28808
1000	25.82244328	1.252078
1000	14.52434805	1.236077
1000	20.47770739	1.244077
1000	15.64179676	1.244077
1000	24.24131371	1.272079
1000	20.74479018	1.256078
1000	16.99221351	1.248078
1000	14.65677757	1.236077
1000	30.75188553	1.276079
1000	19.40104957	1.244078
1000	19.57690228	1.260078
1000	17.90763843	1.252077
1000	19.8135743	1.264078
1000	12.91574464	1.240077
1000	24.20996069	1.288079
1000	12.8089884	1.236076
1000	20.61007791	1.232077
1000	12.64864165	1.276079
1000	17.06448554	1.220076
1000	24.48074588	1.240076
1000	23.33099025	1.228076
1000	18.38570415	1.236076
1000	25.59413268	1.236077
1000	16.1695966	1.212075
1000	17.93630998	1.264078
1000	19.77030315	1.248077
1000	13.80520059	1.220076
1000	16.15537949	1.228077
1000	15.25606499	1.240077
1000	27.07685426	1.228076
1000	8.1634719	1.244077
1000	21.67235935	1.212075
1000	26.52396978	1.236077
1000	12.67805189	1.236076
1000	17.2037003	1.244077
1000	18.3053477	1.220075
1000	19.11064944	1.228076
1000	22.02569377	1.240076
1000	13.62572169	1.236076
1000	13.04628298	1.240077
1000	13.09879874	1.236077
1000	22.00291382	1.236076
1000	20.50446719	1.236076
1000	20.19409898	1.180073
1000	25.45958655	1.224076
1000	14.96634718	1.204074
1000	28.64119643	1.236076
1000	25.06897748	1.268079
1000	12.48175872	1.252077
1000	15.09457785	1.232077
1000	25.57004624	1.240077
1000	31.66072931	1.240077
1000	12.30404111	1.244077
1000	17.48660412	1.224076
1000	14.49622447	1.244077
1000	15.70882806	1.224076
1000	26.84033192	1.232077
1000	24.20395104	1.236077
1000	12.48264773	1.248077
1000	16.6848719	1.228076
1000	15.39210451	1.240077
1000	20.99896323	1.236077
1000	25.28763149	1.248077
1000	7.619562232	1.228077
1000	17.39745053	1.28008
1000	12.0893586	1.220075
1000	6.091645863	1.236077
1000	23.51998128	1.220076
1000	23.86839371	1.264078
1000	13.80670635	1.248077
1000	21.07292582	1.240077
1000	10.91808987	1.224076
1000	19.03756264	1.168073
1000	17.63692808	1.240077
1000	25.22130516	1.252077
1000	15.8450925	1.232076
1000	25.32640921	1.260078
1000	15.7415175	1.228076
1000	17.69423417	1.212075
1000	14.91957859	1.236077
1000	17.28641769	1.172072
1000	18.99899929	1.248077
1000	8.520095463	1.256078
1000	23.83568604	1.268078
1000	22.17486406	1.264078
1000	28.5894816	1.244077
1000	18.38879485	1.220076
1000	11.56666459	1.236077
1000	24.4733922	1.260078
1000	20.78553795	1.236077
1000	23.45228861	1.276079
1000	16.44976457	1.240077
1000	12.94679128	1.264078
1000	12.95095471	1.248078
1000	12.92715916	1.228076
1000	12.02784647	1.244077
1000	20.16672105	1.228076
1000	28.12101548	1.252078
1000	6.281254542	1.224076
1000	18.71530252	1.228076
1000	17.17552539	1.232076
1000	12.57656678	1.236077
1000	12.15187416	1.252077
1000	12.86410978	1.248077
1000	13.85999732	1.236076
1000	19.16498402	1.256078
1000	16.47807536	1.232076
1000	19.52369553	1.252077
1000	14.26156597	1.232076
1000	25.89265454	1.212075
1000	23.84747528	1.228076
1000	23.66646165	1.180073
1000	18.2955942	1.300081
1000	17.32014809	1.232076
1000	16.51672541	1.264078
1000	16.05754422	1.29208
1000	20.02068161	1.336083
1000	18.98041749	1.252078
1000	15.39053957	1.264079
1000	13.45292129	1.192074
1000	16.14343048	1.308081
1000	19.87838711	1.228076
1000	9.415981547	1.240077
1000	19.03403988	1.276079
1000	25.42285568	1.232077
1000	29.52465641	1.248077
1000	10.9701098	1.244077
1000	31.31591937	1.256078
1000	15.95664052	1.248077
1000	27.0925624	0.860053
1000	11.97982903	1.28808
1000	25.41417808	1.272078
1000	15.24413493	1.240076
1000	25.44269379	1.248077
1000	11.75652325	1.244077
1000	16.38075101	1.244077
1000	19.83130273	1.224076
1000	19.48061686	1.252078
1000	3.492161622	1.224076
1000	23.68849724	1.260078
1000	9.475365912	1.236077
1000	9.277091718	1.256078
1000	13.35540469	1.224075
1000	19.47869822	1.188073
1000	12.44495787	1.220075
1000	19.16715019	1.180073
1000	15.3220044	1.224076
1000	23.05201351	1.228076
1000	23.07958694	1.188073
1000	12.1054371	1.232077
1000	20.87503966	1.260078
1000	19.6215688	1.228076
1000	11.53411324	1.240077
1000	29.37493905	1.224076
1000	16.88892799	1.252077
1000	20.78014666	1.252078
1000	17.81685434	1.252078
1000	17.17453182	1.248077
1000	25.32478632	1.244077
1000	13.0694543	1.252077
1000	15.35177961	1.236077
1000	20.7732007	1.272078
1000	20.83397978	1.220075
1000	20.12618438	1.244077
1000	11.67383499	1.232076
1000	21.37541667	1.232076
1000	23.61741155	1.240076
1000	19.88687485	1.232076
1000	23.50502542	1.276079
1000	18.874413	1.256078
1000	22.11992363	1.236077
1000	21.68885332	1.232077
1000	17.21297019	1.260078
1000	14.80107149	1.252077
1000	16.42754428	1.228076
1000	24.67215089	1.232076
1000	23.40787529	1.256077
1000	13.26696091	1.244077
1000	16.7212988	1.248078
1000	12.45703192	1.232076
1000	14.36542468	1.224076
1000	19.78947997	1.212075
1000	21.75854812	1.164072
1000	11.8256938	1.224075
1000	12.15312349	1.216076
1000	21.50809944	1.240077
1000	14.70050525	1.256078
1000	16.23419786	1.240077
1000	17.13602494	1.240077
1000	5.335273778	1.260078
1000	19.78019502	1.244077
1000	16.67727835	1.276079
1000	25.49898553	1.264079
1000	16.11681392	1.240077
1000	16.47983345	1.248077
1000	12.41424239	1.240077
1000	25.51063657	1.240077
1000	16.37258542	1.244077
1000	13.85676969	1.240077
1000	22.51714631	1.256078
1000	13.83504815	1.308081
